id,timestamp,localtime,latitude,longitude,altitude
4,1710139085142,11/03/2024 12:08:05.142,12.735605,77.82725,888.1
4,1710139083142,11/03/2024 12:08:03.142,12.735576,77.827354,888.4
4,1710139081142,11/03/2024 12:08:01.142,12.735538,77.82748,888.5
4,1710139079142,11/03/2024 12:07:59.142,12.735499,77.8276,888.8
4,1710139077144,11/03/2024 12:07:57.144,12.735457,77.82774,888.9
4,1710139075142,11/03/2024 12:07:55.142,12.735439,77.82782,889.5
4,1710139073142,11/03/2024 12:07:53.142,12.735366,77.82804,889.6
4,1710139071142,11/03/2024 12:07:51.142,12.735334,77.82817,889.8
4,1710139069142,11/03/2024 12:07:49.142,12.735311,77.828285,890.5
4,1710139067142,11/03/2024 12:07:47.142,12.735261,77.82843,890.8
4,1710139065142,11/03/2024 12:07:45.142,12.735209,77.82861,891.6
4,1710139063143,11/03/2024 12:07:43.143,12.735161,77.8288,892.1
4,1710139061142,11/03/2024 12:07:41.142,12.735107,77.82897,893.3
4,1710139059142,11/03/2024 12:07:39.142,12.735057,77.8291,891.5
4,1710139057142,11/03/2024 12:07:37.142,12.735037,77.82915,891.1
4,1710139055142,11/03/2024 12:07:35.142,12.734982,77.82925,889.6
4,1710139053142,11/03/2024 12:07:33.142,12.734946,77.829346,889.3
4,1710139051142,11/03/2024 12:07:31.142,12.73492,77.82946,888.5
4,1710139049142,11/03/2024 12:07:29.142,12.734906,77.82955,887.6
4,1710139047142,11/03/2024 12:07:27.142,12.734884,77.82963,884.1
4,1710139045142,11/03/2024 12:07:25.142,12.734863,77.82969,880.7
4,1710139043142,11/03/2024 12:07:23.142,12.734833,77.82981,878.9
4,1710139041142,11/03/2024 12:07:21.142,12.734776,77.829994,877.0
4,1710139039142,11/03/2024 12:07:19.142,12.734747,77.830086,876.0
4,1710139037142,11/03/2024 12:07:17.142,12.734647,77.83038,874.1
4,1710139035142,11/03/2024 12:07:15.142,12.734539,77.83062,874.3
4,1710139033142,11/03/2024 12:07:13.142,12.734427,77.83089,874.5
4,1710139031142,11/03/2024 12:07:11.142,12.734325,77.83114,874.7
4,1710139029142,11/03/2024 12:07:09.142,12.73423,77.83138,875.9
4,1710139027142,11/03/2024 12:07:07.142,12.734141,77.8316,876.0
4,1710139025142,11/03/2024 12:07:05.142,12.73406,77.831825,875.8
4,1710139023142,11/03/2024 12:07:03.142,12.734001,77.83203,876.4
4,1710139021142,11/03/2024 12:07:01.142,12.733939,77.832214,876.7
4,1710139017149,11/03/2024 12:06:57.149,12.733815,77.832565,876.7
4,1710139015142,11/03/2024 12:06:55.142,12.733763,77.83273,877.1
4,1710139013142,11/03/2024 12:06:53.142,12.733708,77.8329,877.3
4,1710139011142,11/03/2024 12:06:51.142,12.73368,77.83305,877.5
4,1710139009142,11/03/2024 12:06:49.142,12.733661,77.8332,877.7
4,1710139007142,11/03/2024 12:06:47.142,12.733628,77.83334,877.6
4,1710139005142,11/03/2024 12:06:45.142,12.733575,77.83351,877.7
4,1710139003142,11/03/2024 12:06:43.142,12.733498,77.833755,877.4
4,1710139001142,11/03/2024 12:06:41.142,12.733392,77.83408,878.3
4,1710138999142,11/03/2024 12:06:39.142,12.733264,77.83442,879.2
4,1710138997142,11/03/2024 12:06:37.142,12.733134,77.83477,880.1
4,1710138995153,11/03/2024 12:06:35.153,12.733007,77.83511,880.5
4,1710138993142,11/03/2024 12:06:33.142,12.732878,77.83546,881.3
4,1710138991142,11/03/2024 12:06:31.142,12.732741,77.8358,881.8
4,1710138989145,11/03/2024 12:06:29.145,12.732602,77.83614,882.3
4,1710138987142,11/03/2024 12:06:27.142,12.732445,77.83647,882.5
4,1710138985142,11/03/2024 12:06:25.142,12.732275,77.8368,882.4
4,1710138983142,11/03/2024 12:06:23.142,12.73209,77.83711,882.0
4,1710138981142,11/03/2024 12:06:21.142,12.731894,77.837425,881.3
4,1710138979142,11/03/2024 12:06:19.142,12.731686,77.83772,880.7
4,1710138977153,11/03/2024 12:06:17.153,12.731459,77.838005,880.5
4,1710138975142,11/03/2024 12:06:15.142,12.731228,77.838295,880.9
4,1710138973142,11/03/2024 12:06:13.142,12.731001,77.83858,881.8
4,1710138971142,11/03/2024 12:06:11.142,12.730774,77.83887,882.5
4,1710138969143,11/03/2024 12:06:09.143,12.730544,77.83915,882.8
4,1710138967142,11/03/2024 12:06:07.142,12.730431,77.839294,882.8
4,1710138965142,11/03/2024 12:06:05.142,12.73008,77.839714,883.2
4,1710138963142,11/03/2024 12:06:03.142,12.729843,77.84,883.6
4,1710138961142,11/03/2024 12:06:01.142,12.72962,77.84028,884.0
4,1710138959142,11/03/2024 12:05:59.142,12.729411,77.84058,884.8
4,1710138957143,11/03/2024 12:05:57.143,12.729209,77.84088,886.0
4,1710138955142,11/03/2024 12:05:55.142,12.729016,77.8412,887.9
4,1710138953142,11/03/2024 12:05:53.142,12.728842,77.84152,889.4
4,1710138951143,11/03/2024 12:05:51.143,12.728699,77.84182,891.2
4,1710138949142,11/03/2024 12:05:49.142,12.728586,77.842094,892.8
4,1710138947142,11/03/2024 12:05:47.142,12.728501,77.84233,892.8
4,1710138945142,11/03/2024 12:05:45.142,12.728428,77.84254,892.0
4,1710138943142,11/03/2024 12:05:43.142,12.72836,77.84272,891.9
4,1710138941142,11/03/2024 12:05:41.142,12.728313,77.84289,891.3
4,1710138939122,11/03/2024 12:05:39.122,12.728277,77.84304,890.8
4,1710138937122,11/03/2024 12:05:37.122,12.728239,77.84318,890.4
4,1710138935122,11/03/2024 12:05:35.122,12.728185,77.84333,889.7
4,1710138933102,11/03/2024 12:05:33.102,12.728139,77.84348,888.4
4,1710138931103,11/03/2024 12:05:31.103,12.728099,77.84361,887.3
4,1710138929102,11/03/2024 12:05:29.102,12.728067,77.84373,886.2
4,1710138927102,11/03/2024 12:05:27.102,12.728045,77.84383,885.6
4,1710138925102,11/03/2024 12:05:25.102,12.728027,77.84393,885.5
4,1710138923102,11/03/2024 12:05:23.102,12.728015,77.844025,884.6
4,1710138921082,11/03/2024 12:05:21.082,12.72801,77.84411,882.8
4,1710138919082,11/03/2024 12:05:19.082,12.728003,77.84426,881.3
4,1710138917082,11/03/2024 12:05:17.082,12.727983,77.84451,879.2
4,1710138915082,11/03/2024 12:05:15.082,12.72794,77.8448,877.2
4,1710138913082,11/03/2024 12:05:13.082,12.727891,77.845116,875.4
4,1710138911083,11/03/2024 12:05:11.083,12.727857,77.84545,873.2
4,1710138909082,11/03/2024 12:05:09.082,12.727798,77.8458,870.9
4,1710138907082,11/03/2024 12:05:07.082,12.72772,77.84616,869.0
4,1710138905082,11/03/2024 12:05:05.082,12.727633,77.84652,867.7
4,1710138903082,11/03/2024 12:05:03.082,12.727533,77.84687,867.3
4,1710138901082,11/03/2024 12:05:01.082,12.727422,77.84722,866.1
4,1710138899083,11/03/2024 12:04:59.083,12.727317,77.84757,865.5
4,1710138897082,11/03/2024 12:04:57.082,12.727217,77.84793,864.8
4,1710138895082,11/03/2024 12:04:55.082,12.727124,77.84828,863.9
4,1710138893082,11/03/2024 12:04:53.082,12.727034,77.84864,863.1
4,1710138891082,11/03/2024 12:04:51.082,12.726935,77.84899,862.4
4,1710138889083,11/03/2024 12:04:49.083,12.726842,77.84934,862.5
4,1710138885083,11/03/2024 12:04:45.083,12.72671,77.85007,862.3
4,1710138883082,11/03/2024 12:04:43.082,12.72667,77.85043,862.3
4,1710138879082,11/03/2024 12:04:39.082,12.726601,77.851166,861.9
4,1710138877082,11/03/2024 12:04:37.082,12.726563,77.85153,861.5
4,1710138875082,11/03/2024 12:04:35.082,12.726526,77.8519,861.6
4,1710138873082,11/03/2024 12:04:33.082,12.726493,77.852264,862.3
4,1710138871082,11/03/2024 12:04:31.082,12.726463,77.85263,862.7
4,1710138869082,11/03/2024 12:04:29.082,12.726434,77.853,862.7
4,1710138867082,11/03/2024 12:04:27.082,12.726393,77.85336,862.2
4,1710138865082,11/03/2024 12:04:25.082,12.726339,77.85373,862.3
