id,timestamp,localtime,latitude,longitude,altitude
3,1711824107538,31/03/2024 00:11:47.538,12.81307,77.682045,941.9
3,1711824105538,31/03/2024 00:11:45.538,12.813069,77.682045,941.9
3,1711824103538,31/03/2024 00:11:43.538,12.813069,77.682045,941.9
3,1711824101538,31/03/2024 00:11:41.538,12.813068,77.682045,941.9
3,1711824099538,31/03/2024 00:11:39.538,12.813068,77.682045,941.8
3,1711824097538,31/03/2024 00:11:37.538,12.813068,77.682045,941.8
3,1711824095538,31/03/2024 00:11:35.538,12.813068,77.682045,941.8
3,1711824093538,31/03/2024 00:11:33.538,12.813067,77.682045,941.8
3,1711824091538,31/03/2024 00:11:31.538,12.813067,77.682045,941.8
3,1711824089538,31/03/2024 00:11:29.538,12.813067,77.682045,941.8
3,1711824087538,31/03/2024 00:11:27.538,12.813067,77.682045,941.8
3,1711824085538,31/03/2024 00:11:25.538,12.813066,77.682045,941.8
3,1711824083538,31/03/2024 00:11:23.538,12.813066,77.682045,941.8
3,1711824081538,31/03/2024 00:11:21.538,12.813066,77.682045,941.8
3,1711824079538,31/03/2024 00:11:19.538,12.813066,77.682045,941.8
3,1711824077538,31/03/2024 00:11:17.538,12.813066,77.682045,941.8
3,1711824075538,31/03/2024 00:11:15.538,12.813066,77.682045,941.8
3,1711824073538,31/03/2024 00:11:13.538,12.813066,77.682045,941.8
3,1711824071538,31/03/2024 00:11:11.538,12.813066,77.682045,941.8
3,1711824069538,31/03/2024 00:11:09.538,12.813066,77.682045,941.8
3,1711824067538,31/03/2024 00:11:07.538,12.813066,77.682045,941.8
3,1711824065538,31/03/2024 00:11:05.538,12.813066,77.682045,941.8
3,1711824063538,31/03/2024 00:11:03.538,12.813066,77.682045,941.8
3,1711824061538,31/03/2024 00:11:01.538,12.813066,77.682045,941.8
3,1711824059538,31/03/2024 00:10:59.538,12.813066,77.682045,941.8
3,1711824057538,31/03/2024 00:10:57.538,12.813066,77.682045,941.8
3,1711824055538,31/03/2024 00:10:55.538,12.813066,77.682045,941.8
3,1711824053538,31/03/2024 00:10:53.538,12.813066,77.682045,941.8
3,1711824051538,31/03/2024 00:10:51.538,12.813066,77.682045,941.9
3,1711824049538,31/03/2024 00:10:49.538,12.813066,77.682045,941.9
3,1711824047538,31/03/2024 00:10:47.538,12.813067,77.682045,941.9
3,1711824045538,31/03/2024 00:10:45.538,12.813067,77.682045,941.9
3,1711824043538,31/03/2024 00:10:43.538,12.813067,77.682045,941.9
3,1711824041538,31/03/2024 00:10:41.538,12.813067,77.682045,941.9
3,1711824039538,31/03/2024 00:10:39.538,12.813068,77.682045,941.9
3,1711824037538,31/03/2024 00:10:37.538,12.813068,77.682045,941.9
3,1711824035538,31/03/2024 00:10:35.538,12.813068,77.682045,941.9
3,1711824033538,31/03/2024 00:10:33.538,12.813069,77.682045,941.9
3,1711824031538,31/03/2024 00:10:31.538,12.813069,77.682045,941.9
3,1711824029538,31/03/2024 00:10:29.538,12.81307,77.682045,941.9
3,1711824027538,31/03/2024 00:10:27.538,12.81307,77.682045,941.9
3,1711824025538,31/03/2024 00:10:25.538,12.813071,77.682045,941.9
3,1711824023538,31/03/2024 00:10:23.538,12.813071,77.682045,941.9
3,1711824021538,31/03/2024 00:10:21.538,12.813071,77.682045,941.9
3,1711824019538,31/03/2024 00:10:19.538,12.813071,77.682045,941.9
3,1711824017538,31/03/2024 00:10:17.538,12.813072,77.682045,941.9
3,1711824015538,31/03/2024 00:10:15.538,12.813072,77.682045,941.9
3,1711824013538,31/03/2024 00:10:13.538,12.813072,77.682045,941.8
3,1711824011538,31/03/2024 00:10:11.538,12.813072,77.682045,941.8
3,1711824009538,31/03/2024 00:10:09.538,12.813072,77.682045,941.8
3,1711824007538,31/03/2024 00:10:07.538,12.813072,77.682045,941.8
3,1711824005538,31/03/2024 00:10:05.538,12.813072,77.682045,941.9
3,1711824003538,31/03/2024 00:10:03.538,12.813072,77.682045,941.9
3,1711824001538,31/03/2024 00:10:01.538,12.813072,77.682045,941.9
3,1711823999538,31/03/2024 00:09:59.538,12.813072,77.682045,941.9
3,1711823997538,31/03/2024 00:09:57.538,12.813072,77.682045,941.9
3,1711823995538,31/03/2024 00:09:55.538,12.813072,77.682045,941.9
3,1711823993538,31/03/2024 00:09:53.538,12.813072,77.682045,941.9
3,1711823991538,31/03/2024 00:09:51.538,12.813072,77.682045,941.9
3,1711823989538,31/03/2024 00:09:49.538,12.813072,77.682045,941.9
3,1711823987538,31/03/2024 00:09:47.538,12.813072,77.682045,942.0
3,1711823985538,31/03/2024 00:09:45.538,12.813072,77.682045,942.0
3,1711823983538,31/03/2024 00:09:43.538,12.813072,77.682045,942.0
3,1711823981538,31/03/2024 00:09:41.538,12.813072,77.682045,942.1
